segment Vietnam
9.579 106.29
9.574 106.293
9.567 106.293
9.547 106.284
9.534 106.268
9.523 106.259
9.516 106.241
9.518 106.226
9.522 106.221
9.518 106.216
9.514 106.207
9.515 106.205
9.498 106.209
9.486 106.212
9.477 106.21
9.456 106.2
9.449 106.191
9.438 106.185
9.422 106.171
9.419 106.166
9.414 106.166
9.414 106.168
9.405 106.174
9.402 106.179
9.404 106.191
9.4 106.193
9.386 106.19
9.382 106.192
9.379 106.195
9.367 106.189
9.36 106.182
9.357 106.174
9.355 106.169
9.355 106.16
9.357 106.147
9.354 106.139
9.345 106.122
9.332 106.085
9.327 106.074
9.321 106.054
9.32 106.051
9.317 106.033
9.311 106.016
9.302 105.994
9.297 105.987
9.293 105.975
9.279 105.934
9.274 105.919
9.27 105.911
9.266 105.897
9.244 105.846
9.236 105.822
9.234 105.816
9.223 105.791
9.223 105.786
9.216 105.772
9.205 105.746
9.19 105.719
9.183 105.699
9.178 105.683
9.168 105.664
9.143 105.579
9.134 105.556
9.12 105.528
9.114 105.52
9.096 105.5
9.093 105.497
9.059 105.466
9.035 105.448
9.024 105.438
9.005 105.423
9.005 105.42
9.009 105.417
9.006 105.417
8.99 105.408
8.982 105.405
8.976 105.405
8.961 105.399
8.946 105.395
8.938 105.391
8.927 105.387
8.912 105.377
8.9 105.373
8.893 105.369
8.856 105.357
8.84 105.348
8.839 105.348
8.828 105.345
8.808 105.336
8.804 105.333
8.802 105.328
8.789 105.318
8.755 105.285
8.745 105.273
8.745 105.269
8.744 105.269
8.747 105.264
8.737 105.243
8.738 105.237
8.742 105.231
8.74 105.226
8.736 105.226
8.733 105.225
8.722 105.199
8.707 105.194
8.696 105.181
8.684 105.169
8.68 105.163
8.662 105.151
8.657 105.148
8.634 105.132
8.627 105.122
8.624 105.118
8.617 105.106
8.609 105.072
8.588 105.016
8.586 105.007
8.586 105.003
8.586 105
8.587 104.999
8.586 104.998
8.587 104.99
8.585 104.982
8.574 104.955
8.573 104.935
8.568 104.922
8.565 104.901
8.56 104.88
8.56 104.838
8.563 104.832
8.566 104.829
8.57 104.826
8.578 104.788
8.581 104.762
8.589 104.736
8.598 104.721
8.603 104.718
8.61 104.717
8.614 104.719
8.616 104.722
8.616 104.731
8.613 104.735
8.603 104.739
8.597 104.745
8.596 104.752
8.597 104.756
8.603 104.764
8.622 104.773
8.624 104.78
8.632 104.796
8.64 104.806
8.641 104.811
8.644 104.821
8.649 104.828
8.658 104.835
8.675 104.822
8.682 104.819
8.691 104.822
8.696 104.827
8.695 104.83
8.685 104.839
8.682 104.847
8.683 104.856
8.692 104.86
8.693 104.855
8.701 104.847
8.711 104.841
8.716 104.839
8.72 104.842
8.722 104.846
8.72 104.887
8.721 104.898
8.724 104.9
8.728 104.896
8.731 104.897
8.734 104.909
8.736 104.914
8.738 104.915
8.741 104.918
8.747 104.921
8.769 104.916
8.774 104.912
8.786 104.913
8.8 104.908
8.803 104.909
8.813 104.93
8.815 104.941
8.821 104.951
8.822 104.949
8.817 104.93
8.81 104.912
8.806 104.905
8.804 104.901
8.797 104.898
8.79 104.89
8.769 104.832
8.767 104.825
8.766 104.812
8.773 104.803
8.781 104.798
8.793 104.794
8.797 104.794
8.818 104.798
8.832 104.803
8.837 104.803
8.844 104.806
8.862 104.809
8.863 104.809
8.896 104.811
8.922 104.808
8.94 104.81
8.96 104.808
8.963 104.811
8.969 104.825
8.975 104.833
8.975 104.828
8.972 104.823
8.972 104.812
8.977 104.807
8.988 104.805
9.019 104.807
9.023 104.809
9.032 104.825
9.034 104.825
9.033 104.82
9.034 104.813
9.038 104.808
9.042 104.807
9.052 104.806
9.067 104.809
9.098 104.811
9.119 104.809
9.134 104.809
9.142 104.81
9.171 104.808
9.177 104.809
9.216 104.817
9.236 104.821
9.272 104.821
9.314 104.828
9.342 104.828
9.398 104.829
9.407 104.83
9.445 104.832
9.498 104.835
9.525 104.834
9.533 104.836
9.571 104.839
9.618 104.844
9.644 104.85
9.661 104.851
9.696 104.858
9.711 104.861
9.772 104.877
9.796 104.886
9.816 104.896
9.818 104.897
9.823 104.902
9.831 104.917
9.836 104.929
9.837 104.942
9.841 104.951
9.853 104.965
9.887 104.997
9.89 105
9.914 105.022
9.941 105.056
9.945 105.066
9.945 105.076
9.942 105.08
9.923 105.089
9.92 105.098
9.923 105.099
9.923 105.104
9.938 105.106
9.944 105.111
9.945 105.107
9.985 105.092
10 105.083
10.006 105.079
10.009 105.076
10.033 105.053
10.037 105.047
10.076 105.007
10.085 105
10.088 104.998
10.096 104.99
10.098 104.986
10.097 104.98
10.1 104.967
10.099 104.953
10.098 104.948
10.092 104.927
10.086 104.91
10.085 104.89
10.088 104.883
10.106 104.866
10.118 104.86
10.136 104.848
10.14 104.845
10.183 104.817
10.196 104.804
10.21 104.784
10.222 104.753
10.226 104.743
10.225 104.731
10.22 104.718
10.208 104.702
10.196 104.689
10.182 104.676
10.169 104.669
10.162 104.664
10.161 104.66
10.149 104.648
10.143 104.645
10.135 104.648
10.132 104.646
10.132 104.643
10.139 104.634
10.138 104.628
10.142 104.618
10.14 104.606
10.138 104.601
10.141 104.598
10.15 104.606
10.156 104.607
10.176 104.599
10.18 104.596
10.18 104.591
10.187 104.595
10.194 104.591
10.198 104.591
10.204 104.587
10.211 104.592
10.216 104.59
10.221 104.591
10.232 104.588
10.239 104.589
10.243 104.587
10.272 104.572
10.281 104.563
10.288 104.553
10.29 104.549
10.29 104.545
10.277 104.536
10.275 104.535
10.277 104.533
10.287 104.536
10.299 104.53
10.308 104.531
10.315 104.53
10.318 104.529
10.328 104.524
10.344 104.512
10.363 104.492
10.37 104.489
10.373 104.49
10.376 104.494
10.38 104.49
10.378 104.489
10.378 104.485
10.383 104.478
10.378 104.47
10.368 104.46
10.365 104.446
10.368 104.443
10.374 104.447
10.38 104.446
10.393 104.45
10.396 104.452
10.402 104.454
10.408 104.452
10.419 104.447
10.421 104.445
10.424 104.454
10.426 104.464
10.428 104.485
10.426 104.489
10.416 104.494
10.409 104.499
10.41 104.503
10.423 104.512
10.434 104.516
10.442 104.522
10.447 104.529
10.448 104.535
10.453 104.544
10.463 104.553
10.463 104.552
10.495 104.566
10.5 104.573
10.503 104.576
10.503 104.579
10.507 104.583
10.516 104.584
10.523 104.586
10.53 104.593
10.531 104.597
10.528 104.599
10.529 104.607
10.526 104.611
10.527 104.642
10.539 104.655
10.535 104.697
10.532 104.713
10.521 104.754
10.52 104.771
10.522 104.863
10.525 104.876
10.531 104.884
10.546 104.899
10.56 104.907
10.615 104.938
10.628 104.95
10.65 104.979
10.661 105
10.67 105.018
10.677 105.028
10.707 105.087
10.711 105.093
10.718 105.098
10.727 105.099
10.753 105.094
10.763 105.089
10.77 105.081
10.777 105.069
10.789 105.063
10.8 105.062
10.817 105.065
10.827 105.063
10.841 105.055
10.867 105.04
10.879 105.034
10.892 105.038
10.896 105.045
10.906 105.048
10.911 105.049
10.914 105.057
10.928 105.061
10.931 105.067
10.934 105.081
10.937 105.084
10.949 105.087
10.951 105.09
10.956 105.11
10.955 105.119
10.949 105.123
10.943 105.124
10.932 105.118
10.926 105.109
10.92 105.109
10.917 105.112
10.917 105.123
10.919 105.147
10.919 105.163
10.913 105.184
10.906 105.205
10.901 105.216
10.892 105.242
10.892 105.255
10.893 105.269
10.888 105.278
10.886 105.286
10.878 105.297
10.873 105.31
10.872 105.315
10.862 105.332
10.853 105.345
10.85 105.357
10.855 105.36
10.865 105.361
10.872 105.357
10.877 105.361
10.883 105.362
10.887 105.369
10.896 105.372
10.898 105.374
10.898 105.379
10.904 105.382
10.91 105.385
10.914 105.391
10.923 105.405
10.937 105.416
10.957 105.423
10.963 105.426
10.966 105.43
10.966 105.434
10.962 105.441
10.953 105.451
10.952 105.456
10.958 105.468
10.958 105.47
10.959 105.473
10.955 105.48
10.944 105.491
10.945 105.496
10.95 105.501
10.945 105.508
10.948 105.521
10.95 105.545
10.956 105.555
10.966 105.606
10.968 105.614
10.981 105.659
10.995 105.693
11.013 105.711
11.02 105.724
11.022 105.738
11.021 105.764
11.023 105.77
11.026 105.772
11.026 105.778
11.021 105.781
11.011 105.787
10.998 105.794
10.976 105.807
10.956 105.821
10.934 105.844
10.923 105.852
10.906 105.864
10.891 105.869
10.886 105.868
10.872 105.86
10.865 105.858
10.86 105.86
10.851 105.878
10.849 105.886
10.841 105.905
10.835 105.929
10.837 105.934
10.844 105.939
10.851 105.933
10.86 105.932
10.869 105.94
10.871 105.947
10.876 105.949
10.878 105.954
10.884 105.958
10.899 105.953
10.903 105.954
10.897 105.971
10.874 105.991
10.866 105.999
10.863 106.002
10.832 106.038
10.823 106.053
10.812 106.073
10.806 106.088
10.806 106.095
10.807 106.125
10.808 106.166
10.805 106.173
10.79 106.192
10.795 106.193
10.808 106.192
10.829 106.193
10.834 106.191
10.846 106.189
10.871 106.175
10.906 106.148
10.912 106.146
10.934 106.153
10.948 106.15
10.968 106.146
10.976 106.15
10.979 106.16
10.976 106.166
10.971 106.178
10.97 106.187
10.974 106.203
10.978 106.207
10.984 106.208
10.999 106.202
11.008 106.199
11.029 106.193
11.031 106.193
11.044 106.191
11.058 106.186
11.062 106.183
11.077 106.177
11.089 106.167
11.093 106.163
11.098 106.156
11.098 106.149
11.091 106.136
11.085 106.127
11.074 106.118
11.071 106.115
11.071 106.11
11.073 106.107
11.088 106.1
11.097 106.091
11.098 106.079
11.1 106.073
11.118 106.062
11.128 106.051
11.14 106.03
11.149 106.022
11.165 106.02
11.178 106.018
11.182 106.015
11.187 106.013
11.191 106.007
11.19 105.999
11.19 105.995
11.192 105.987
11.196 105.978
11.195 105.963
11.197 105.955
11.205 105.941
11.225 105.921
11.237 105.915
11.246 105.913
11.264 105.914
11.274 105.913
11.283 105.908
11.288 105.9
11.288 105.88
11.291 105.874
11.294 105.872
11.316 105.872
11.329 105.877
11.341 105.881
11.358 105.887
11.365 105.887
11.368 105.883
11.371 105.88
11.376 105.879
11.383 105.88
11.4 105.882
11.424 105.897
11.436 105.901
11.444 105.897
11.448 105.886
11.452 105.882
11.456 105.879
11.464 105.879
11.475 105.881
11.484 105.885
11.499 105.88
11.52 105.884
11.522 105.884
11.535 105.883
11.549 105.877
11.561 105.862
11.561 105.842
11.569 105.821
11.571 105.819
11.578 105.819
11.583 105.815
11.598 105.811
11.609 105.816
11.617 105.816
11.619 105.824
11.62 105.831
11.622 105.834
11.627 105.836
11.646 105.841
11.658 105.851
11.664 105.862
11.673 105.876
11.675 105.889
11.674 105.894
11.666 105.907
11.647 105.939
11.641 105.951
11.642 105.959
11.651 105.972
11.663 105.981
11.69 105.987
11.703 106.003
11.723 106.012
11.747 106.015
11.76 106.02
11.77 106.029
11.775 106.037
11.775 106.062
11.772 106.086
11.754 106.103
11.748 106.11
11.74 106.162
11.751 106.186
11.753 106.193
11.737 106.203
11.73 106.218
11.732 106.227
11.73 106.242
11.722 106.266
11.672 106.307
11.683 106.345
11.698 106.378
11.698 106.382
11.7 106.388
11.673 106.428
11.667 106.442
11.667 106.449
11.67 106.454
11.681 106.455
11.693 106.453
11.708 106.443
11.728 106.43
11.742 106.424
11.753 106.423
11.762 106.42
11.769 106.419
11.771 106.42
11.777 106.423
11.791 106.434
11.807 106.439
11.811 106.443
11.825 106.45
11.845 106.443
11.856 106.446
11.859 106.449
11.863 106.45
11.864 106.458
11.863 106.463
11.867 106.467
11.882 106.463
11.892 106.459
11.935 106.436
11.972 106.418
11.97 106.433
11.971 106.438
11.979 106.441
11.98 106.441
11.982 106.448
11.982 106.463
11.979 106.47
11.972 106.475
11.96 106.48
11.955 106.484
11.952 106.49
11.952 106.499
11.956 106.505
11.969 106.511
11.973 106.514
11.976 106.521
11.975 106.53
11.968 106.537
11.97 106.555
11.97 106.59
11.971 106.603
11.972 106.617
11.972 106.629
11.971 106.635
11.965 106.633
11.96 106.636
11.96 106.641
11.969 106.644
11.968 106.648
11.963 106.654
11.961 106.659
11.965 106.661
11.969 106.658
11.976 106.652
11.983 106.658
11.965 106.69
11.964 106.691
11.964 106.698
11.965 106.701
11.964 106.708
11.969 106.722
11.983 106.731
11.989 106.74
12.001 106.749
12.006 106.752
12.013 106.75
12.015 106.752
12.02 106.759
12.031 106.763
12.038 106.769
12.044 106.772
12.052 106.775
12.057 106.781
12.067 106.784
12.071 106.787
12.071 106.792
12.075 106.795
12.075 106.825
12.068 106.837
12.068 106.844
12.063 106.852
12.062 106.859
12.067 106.868
12.067 106.874
12.067 106.877
12.067 106.88
12.061 106.896
12.062 106.907
12.06 106.915
12.06 106.919
12.062 106.938
12.069 106.948
12.077 106.968
12.089 106.998
12.089 106.999
12.092 107
12.096 107
12.098 107.006
12.104 107.007
12.104 107.014
12.105 107.015
12.11 107.011
12.113 107.014
12.112 107.022
12.119 107.023
12.116 107.031
12.121 107.035
12.131 107.049
12.136 107.055
12.144 107.057
12.146 107.059
12.154 107.063
12.157 107.065
12.157 107.072
12.158 107.08
12.161 107.082
12.165 107.081
12.166 107.078
12.171 107.076
12.177 107.078
12.181 107.081
12.181 107.084
12.177 107.09
12.177 107.094
12.201 107.104
12.206 107.109
12.221 107.129
12.225 107.14
12.227 107.144
12.23 107.144
12.232 107.141
12.236 107.141
12.244 107.148
12.267 107.153
12.271 107.157
12.274 107.164
12.275 107.177
12.277 107.182
12.285 107.19
12.289 107.199
12.292 107.213
12.294 107.232
12.294 107.238
12.301 107.25
12.306 107.263
12.317 107.274
12.315 107.288
12.321 107.338
12.325 107.345
12.326 107.35
12.303 107.377
12.289 107.384
12.283 107.39
12.277 107.396
12.263 107.401
12.25 107.408
12.247 107.413
12.244 107.422
12.246 107.434
12.249 107.44
12.26 107.445
12.279 107.446
12.29 107.449
12.293 107.454
12.296 107.466
12.302 107.473
12.306 107.481
12.31 107.487
12.311 107.494
12.32 107.511
12.326 107.52
12.329 107.522
12.331 107.528
12.335 107.532
12.345 107.546
12.363 107.551
12.369 107.557
12.378 107.553
12.391 107.551
12.408 107.549
12.418 107.558
12.432 107.561
12.439 107.565
12.447 107.567
12.463 107.569
12.476 107.58
12.485 107.583
12.489 107.583
12.498 107.576
12.503 107.574
12.505 107.573
12.513 107.567
12.517 107.568
12.528 107.578
12.535 107.579
12.541 107.582
12.553 107.592
12.556 107.591
12.564 107.585
12.587 107.589
12.611 107.585
12.618 107.58
12.62 107.579
12.627 107.578
12.635 107.574
12.643 107.574
12.651 107.571
12.661 107.575
12.666 107.58
12.671 107.581
12.682 107.579
12.692 107.572
12.71 107.563
12.715 107.563
12.726 107.568
12.732 107.566
12.733 107.566
12.739 107.567
12.746 107.563
12.762 107.562
12.771 107.564
12.778 107.561
12.789 107.565
12.81 107.557
12.82 107.553
12.831 107.542
12.835 107.534
12.844 107.528
12.848 107.526
12.852 107.52
12.865 107.516
12.867 107.511
12.873 107.506
12.891 107.497
12.905 107.499
12.911 107.503
12.922 107.497
12.928 107.498
12.939 107.492
12.948 107.489
12.954 107.489
12.954 107.491
12.965 107.492
12.967 107.503
12.969 107.505
12.975 107.506
12.986 107.503
13.001 107.495
13.009 107.493
13.013 107.494
13.028 107.496
13.057 107.509
13.118 107.532
13.147 107.541
13.173 107.551
13.194 107.56
13.222 107.573
13.27 107.592
13.288 107.599
13.305 107.606
13.317 107.61
13.357 107.626
13.366 107.628
13.385 107.627
13.409 107.625
13.482 107.622
13.516 107.618
13.543 107.609
13.562 107.602
13.582 107.594
13.598 107.59
13.614 107.583
13.627 107.58
13.643 107.579
13.66 107.57
13.688 107.554
13.717 107.544
13.737 107.536
13.748 107.529
13.754 107.522
13.772 107.494
13.776 107.473
13.783 107.461
13.788 107.456
13.791 107.455
13.807 107.464
13.818 107.459
13.827 107.462
13.833 107.465
13.834 107.465
13.842 107.473
13.85 107.477
13.853 107.475
13.859 107.466
13.863 107.461
13.868 107.46
13.874 107.463
13.881 107.47
13.886 107.472
13.892 107.474
13.906 107.475
13.913 107.475
13.916 107.474
13.918 107.47
13.922 107.463
13.931 107.457
13.937 107.456
13.968 107.46
13.976 107.459
13.979 107.458
13.982 107.453
13.989 107.45
13.996 107.448
13.996 107.431
13.992 107.419
13.992 107.415
13.994 107.409
13.992 107.39
13.999 107.38
14.011 107.368
14.018 107.365
14.025 107.363
14.029 107.365
14.043 107.373
14.052 107.366
14.059 107.365
14.075 107.373
14.081 107.374
14.095 107.363
14.097 107.357
14.107 107.342
14.111 107.339
14.119 107.341
14.14 107.349
14.156 107.361
14.167 107.363
14.176 107.367
14.178 107.37
14.178 107.38
14.188 107.382
14.203 107.389
14.21 107.397
14.229 107.405
14.235 107.407
14.249 107.406
14.265 107.412
14.274 107.412
14.295 107.407
14.302 107.4
14.308 107.398
14.313 107.395
14.318 107.395
14.341 107.411
14.352 107.413
14.361 107.419
14.372 107.428
14.374 107.433
14.383 107.443
14.397 107.447
14.415 107.45
14.401 107.468
14.399 107.478
14.4 107.486
14.403 107.49
14.41 107.493
14.418 107.493
14.43 107.495
14.445 107.503
14.464 107.504
14.491 107.515
14.504 107.514
14.515 107.523
14.539 107.533
14.549 107.533
14.583 107.524
14.592 107.526
14.595 107.531
14.603 107.546
14.61 107.549
14.617 107.557
14.627 107.558
14.647 107.553
14.656 107.557
14.664 107.557
14.685 107.555
14.686 107.545
14.69 107.544
14.694 107.549
14.7 107.55
14.712 107.547
14.713 107.548
14.719 107.541
14.718 107.529
14.72 107.528
14.726 107.528
14.736 107.536
14.745 107.541
14.751 107.541
14.768 107.533
14.775 107.522
14.793 107.515
14.797 107.517
14.801 107.522
14.81 107.528
14.815 107.536
14.827 107.549
14.834 107.559
14.842 107.566
14.847 107.574
14.861 107.589
14.864 107.597
14.868 107.602
14.871 107.601
14.889 107.587
14.891 107.582
14.892 107.571
14.898 107.564
14.9 107.556
14.907 107.539
14.912 107.536
14.92 107.534
14.926 107.53
14.928 107.526
14.928 107.519
14.93 107.511
14.934 107.502
14.947 107.494
14.952 107.488
14.957 107.484
14.967 107.483
14.971 107.48
14.985 107.472
14.99 107.478
14.999 107.474
15 107.473
15.001 107.473
15.007 107.471
15.015 107.475
15.02 107.481
15.023 107.489
15.022 107.498
15.021 107.506
15.024 107.51
15.041 107.532
15.046 107.543
15.047 107.552
15.039 107.563
15.033 107.57
15.028 107.575
15.027 107.581
15.027 107.587
15.03 107.591
15.044 107.598
15.045 107.604
15.044 107.618
15.05 107.622
15.063 107.618
15.077 107.608
15.086 107.607
15.092 107.611
15.097 107.615
15.102 107.625
15.109 107.63
15.114 107.648
15.121 107.65
15.151 107.649
15.161 107.651
15.17 107.659
15.175 107.665
15.184 107.678
15.186 107.68
15.191 107.682
15.2 107.679
15.214 107.679
15.222 107.682
15.238 107.694
15.25 107.697
15.26 107.697
15.269 107.692
15.281 107.681
15.283 107.673
15.286 107.671
15.298 107.662
15.305 107.655
15.313 107.639
15.318 107.631
15.329 107.624
15.333 107.618
15.34 107.612
15.347 107.61
15.352 107.612
15.363 107.61
15.372 107.602
15.378 107.601
15.386 107.604
15.391 107.604
15.398 107.599
15.394 107.592
15.393 107.588
15.399 107.575
15.401 107.564
15.397 107.559
15.397 107.556
15.4 107.541
15.408 107.529
15.42 107.523
15.436 107.526
15.452 107.526
15.463 107.52
15.477 107.524
15.483 107.523
15.481 107.519
15.471 107.507
15.473 107.501
15.486 107.49
15.488 107.479
15.494 107.472
15.493 107.468
15.489 107.455
15.491 107.452
15.492 107.441
15.487 107.432
15.487 107.419
15.488 107.416
15.49 107.41
15.494 107.406
15.494 107.401
15.494 107.397
15.496 107.394
15.501 107.394
15.511 107.396
15.517 107.392
15.521 107.383
15.525 107.379
15.536 107.377
15.541 107.372
15.546 107.369
15.56 107.369
15.569 107.366
15.574 107.356
15.598 107.354
15.609 107.35
15.618 107.341
15.622 107.333
15.634 107.323
15.636 107.317
15.632 107.311
15.631 107.297
15.629 107.293
15.628 107.287
15.631 107.282
15.651 107.281
15.651 107.278
15.656 107.27
15.66 107.27
15.679 107.278
15.691 107.281
15.699 107.279
15.708 107.271
15.717 107.267
15.719 107.256
15.72 107.234
15.725 107.222
15.731 107.218
15.742 107.218
15.758 107.222
15.778 107.232
15.787 107.23
15.803 107.226
15.822 107.223
15.831 107.226
15.834 107.23
15.838 107.239
15.838 107.25
15.839 107.258
15.848 107.268
15.86 107.285
15.859 107.295
15.865 107.303
15.865 107.314
15.869 107.318
15.879 107.325
15.885 107.337
15.892 107.355
15.892 107.368
15.891 107.382
15.889 107.398
15.893 107.405
15.903 107.414
15.914 107.421
15.925 107.427
15.956 107.439
15.974 107.447
15.99 107.452
15.999 107.457
16 107.458
16.015 107.468
16.024 107.464
16.036 107.452
16.044 107.449
16.05 107.451
16.065 107.462
16.07 107.463
16.077 107.46
16.083 107.453
16.083 107.45
16.074 107.44
16.075 107.421
16.074 107.413
16.072 107.408
16.058 107.401
16.06 107.393
16.064 107.386
16.064 107.379
16.057 107.368
16.057 107.359
16.06 107.351
16.049 107.341
16.06 107.334
16.067 107.323
16.075 107.315
16.081 107.308
16.108 107.291
16.112 107.285
16.115 107.275
16.125 107.272
16.13 107.267
16.135 107.258
16.139 107.246
16.137 107.227
16.145 107.193
16.153 107.181
16.178 107.154
16.185 107.143
16.192 107.144
16.192 107.145
16.192 107.153
16.201 107.15
16.21 107.148
16.217 107.15
16.228 107.157
16.235 107.155
16.24 107.156
16.251 107.161
16.256 107.16
16.259 107.156
16.269 107.154
16.286 107.13
16.297 107.114
16.302 107.104
16.305 107.102
16.309 107.09
16.307 107.08
16.304 107.067
16.304 107.054
16.302 107.048
16.308 107.033
16.304 107.019
16.313 107.012
16.311 107.003
16.308 107.001
16.307 106.993
16.302 106.977
16.306 106.971
16.311 106.969
16.319 106.971
16.339 106.97
16.351 106.966
16.355 106.962
16.359 106.954
16.362 106.943
16.397 106.898
16.41 106.893
16.415 106.89
16.422 106.887
16.431 106.875
16.435 106.875
16.438 106.883
16.441 106.884
16.465 106.888
16.474 106.882
16.482 106.883
16.507 106.892
16.515 106.892
16.532 106.874
16.546 106.847
16.548 106.84
16.548 106.832
16.532 106.83
16.523 106.832
16.518 106.83
16.51 106.826
16.499 106.822
16.488 106.818
16.476 106.811
16.472 106.804
16.469 106.787
16.466 106.784
16.455 106.779
16.429 106.773
16.424 106.766
16.423 106.755
16.421 106.751
16.413 106.746
16.415 106.741
16.419 106.739
16.43 106.74
16.437 106.737
16.437 106.732
16.434 106.73
16.428 106.733
16.425 106.732
16.425 106.729
16.432 106.716
16.434 106.712
16.435 106.709
16.435 106.701
16.437 106.696
16.44 106.692
16.451 106.691
16.453 106.688
16.452 106.679
16.454 106.677
16.469 106.675
16.471 106.672
16.472 106.667
16.476 106.664
16.49 106.663
16.499 106.666
16.502 106.664
16.507 106.657
16.516 106.653
16.521 106.652
16.525 106.651
16.543 106.652
16.549 106.655
16.556 106.663
16.559 106.67
16.562 106.672
16.572 106.663
16.576 106.663
16.582 106.668
16.584 106.664
16.583 106.655
16.585 106.652
16.593 106.647
16.592 106.639
16.59 106.634
16.582 106.633
16.583 106.631
16.595 106.628
16.601 106.624
16.605 106.617
16.605 106.608
16.605 106.601
16.61 106.593
16.617 106.588
16.629 106.583
16.639 106.58
16.668 106.568
16.678 106.562
16.688 106.558
16.701 106.555
16.79 106.554
16.806 106.554
16.85 106.555
16.884 106.554
16.904 106.554
16.933 106.555
16.993 106.553
16.995 106.551
16.995 106.547
16.973 106.53
16.97 106.523
16.97 106.513
16.974 106.505
16.979 106.5
16.979 106.492
16.983 106.474
16.987 106.47
16.995 106.463
16.997 106.455
16.995 106.444
16.996 106.439
17.004 106.431
17.016 106.428
17.023 106.428
17.029 106.425
17.043 106.409
17.052 106.406
17.074 106.413
17.085 106.411
17.087 106.408
17.096 106.399
17.102 106.39
17.11 106.377
17.119 106.371
17.132 106.366
17.135 106.361
17.139 106.358
17.159 106.356
17.166 106.351
17.177 106.334
17.184 106.327
17.194 106.323
17.201 106.324
17.208 106.318
17.22 106.317
17.22 106.324
17.227 106.333
17.232 106.332
17.239 106.324
17.251 106.316
17.265 106.308
17.289 106.309
17.293 106.306
17.295 106.303
17.298 106.296
17.298 106.281
17.297 106.278
17.29 106.274
17.282 106.28
17.269 106.282
17.266 106.28
17.26 106.267
17.256 106.261
17.251 106.256
17.246 106.251
17.249 106.247
17.251 106.239
17.256 106.232
17.265 106.218
17.279 106.193
17.292 106.182
17.299 106.172
17.307 106.165
17.31 106.16
17.313 106.158
17.318 106.144
17.331 106.138
17.333 106.135
17.342 106.129
17.349 106.12
17.352 106.11
17.359 106.1
17.373 106.082
17.376 106.074
17.384 106.067
17.406 106.048
17.43 106.03
17.434 106.024
17.439 106.022
17.451 106.011
17.458 106.007
17.459 106.004
17.517 105.957
17.517 105.958
17.523 105.952
17.529 105.947
17.548 105.932
17.554 105.926
17.554 105.927
17.569 105.914
17.575 105.911
17.578 105.907
17.625 105.868
17.631 105.855
17.636 105.851
17.656 105.829
17.658 105.822
17.663 105.813
17.663 105.796
17.666 105.792
17.671 105.79
17.68 105.785
17.669 105.763
17.671 105.759
17.678 105.756
17.712 105.749
17.718 105.746
17.726 105.738
17.745 105.73
17.75 105.724
17.752 105.72
17.757 105.711
17.763 105.707
17.772 105.701
17.795 105.682
17.801 105.68
17.82 105.69
17.827 105.69
17.847 105.68
17.851 105.673
17.858 105.654
17.864 105.647
17.868 105.636
17.881 105.621
17.887 105.618
17.899 105.618
17.912 105.625
17.945 105.632
17.971 105.646
17.983 105.648
17.992 105.645
17.995 105.634
18.001 105.626
18.012 105.615
18.01 105.61
18.011 105.601
18.013 105.595
18.025 105.587
18.031 105.586
18.046 105.588
18.06 105.588
18.064 105.582
18.076 105.578
18.083 105.573
18.084 105.547
18.091 105.546
18.104 105.546
18.115 105.54
18.125 105.529
18.126 105.522
18.124 105.516
18.134 105.51
18.143 105.508
18.15 105.514
18.16 105.517
18.172 105.511
18.188 105.508
18.196 105.504
18.2 105.498
18.201 105.491
18.199 105.487
18.198 105.481
18.203 105.474
18.208 105.467
18.214 105.457
18.215 105.457
18.219 105.447
18.212 105.44
18.214 105.433
18.211 105.433
18.185 105.426
18.178 105.42
18.169 105.419
18.161 105.417
18.156 105.412
18.151 105.406
18.152 105.401
18.165 105.392
18.17 105.386
18.16 105.376
18.161 105.369
18.169 105.363
18.176 105.36
18.177 105.36
18.178 105.358
18.181 105.356
18.183 105.352
18.184 105.343
18.194 105.33
18.203 105.326
18.215 105.329
18.228 105.328
18.239 105.33
18.249 105.334
18.261 105.331
18.265 105.324
18.265 105.317
18.26 105.309
18.245 105.309
18.24 105.305
18.243 105.303
18.257 105.298
18.258 105.292
18.255 105.281
18.257 105.275
18.26 105.273
18.264 105.264
18.277 105.259
18.292 105.251
18.3 105.239
18.305 105.228
18.316 105.21
18.318 105.21
18.324 105.192
18.326 105.191
18.356 105.194
18.367 105.2
18.376 105.202
18.382 105.203
18.386 105.199
18.389 105.188
18.395 105.169
18.389 105.162
18.39 105.158
18.395 105.153
18.407 105.148
18.41 105.137
18.422 105.134
18.431 105.126
18.439 105.113
18.443 105.111
18.449 105.109
18.46 105.112
18.473 105.112
18.494 105.116
18.512 105.115
18.522 105.12
18.539 105.119
18.547 105.127
18.558 105.13
18.564 105.138
18.567 105.141
18.583 105.138
18.587 105.138
18.6 105.145
18.615 105.16
18.613 105.171
18.607 105.183
18.607 105.189
18.608 105.194
18.615 105.196
18.632 105.197
18.642 105.201
18.649 105.201
18.651 105.197
18.656 105.191
18.66 105.179
18.665 105.173
18.679 105.163
18.68 105.158
18.679 105.149
18.694 105.139
18.697 105.142
18.702 105.151
18.709 105.147
18.716 105.138
18.717 105.131
18.705 105.125
18.704 105.118
18.712 105.088
18.71 105.069
18.712 105.057
18.718 105.057
18.723 105.062
18.727 105.061
18.729 105.058
